SAR_ADJ;Gaetan;;;;;;;;;;;;;x;;;;;;;;;;;
SAR_absolute_monarchy;Duchy of Gaeta;;;;;;;;;;;;;x;;;;;;;;;;;
SAR_prussian_constitutionalism;Duchy of Gaeta;;;;;;;;;;;;;x;;;;;;;;;;;
SAR_hms_government;Duchy of Gaeta;;;;;;;;;;;;;x;;;;;;;;;;;
SIC;Vulgaria;;;;;;;;;;;;;x;;;;;;;;;;;
SIC_ADJ;Vulgarian;;;;;;;;;;;;;x;;;;;;;;;;;
SIC_absolute_monarchy;Kingdom of Vulgaria;;;;;;;;;;;;;x;;;;;;;;;;;
SIC_prussian_constitutionalism;Kingdom of Vulgaria;;;;;;;;;;;;;x;;;;;;;;;;;
SIC_hms_government;Kingdom of Vulgaria;;;;;;;;;;;;;x;;;;;;;;;;;
SYC;Siqilliyah;;;;;;;;;;;;;x;;;;;;;;;;;
SYC_ADJ;Siqilliyan;;;;;;;;;;;;;x;;;;;;;;;;;
SYC_absolute_monarchy;Emirate of Siqilliyah;;;;;;;;;;;;;x;;;;;;;;;;;
SYC_prussian_constitutionalism;Emirate of Siqilliyah;;;;;;;;;;;;;x;;;;;;;;;;;
SYC_hms_government;Emirate of Siqilliyah;;;;;;;;;;;;;x;;;;;;;;;;;
FIN_absolute_monarchy;The Suomen Realms;;;;;;;;;;;;;x;;;;;;;;;;;
FIN_prussian_constitutionaliam;The Suomen Realms;;;;;;;;;;;;;x;;;;;;;;;;;
FIN_hms_government;The Suomen Realms;;;;;;;;;;;;;x;;;;;;;;;;;
FIN_ADJ;Suomi;;;;;;;;;;;;;x;;;;;;;;;;;
BAR_absolute_monarchy;Duchy of Bar;;;;;;;;;;;;;x;;;;;;;;;;;
BAR_prussian_constitutionalism;Duchy of Bar;;;;;;;;;;;;;x;;;;;;;;;;;
BAR_hms_government;Duchy of Bar;;;;;;;;;;;;;x;;;;;;;;;;;
BAR_colonial_company;Duchy of Bar;;;;;;;;;;;;;x;;;;;;;;;;;
BAR_ADJ;Barisian;;;;;;;;;;;;;x;;;;;;;;;;;
BAR;Bar;;;;;;;;;;;;;x;;;;;;;;;;;
TRR;Trier;;;;;;;;;;;;;x;;;;;;;;;;;
TRR_absolute_monarchy;Electorate of Trier;;;;;;;;;;;;;x;;;;;;;;;;;
TRR_prussian_constitutionalism;Electorate of Trier;;;;;;;;;;;;;x;;;;;;;;;;;
TRR_hms_government;Electorate of Trier;;;;;;;;;;;;;x;;;;;;;;;;;
TRR_ADJ;Trevian;;;;;;;;;;;;;x;;;;;;;;;;;
MUN;Münster;;;;;;;;;;;;;x;;;;;;;;;;;
MUN_theocracy;Prince-Bishopric of Münster;;;;;;;;;;;;;x;;;;;;;;;;;
MUN_absolute_monarchy;Duchy of Münster;;;;;;;;;;;;;x;;;;;;;;;;;
MUN_prussian_constitutionalism;Duchy of Münster;;;;;;;;;;;;;x;;;;;;;;;;;
MUN_hms_government;Duchy of Münster;;;;;;;;;;;;;x;;;;;;;;;;;
MUN_ADJ;Münsterian;;;;;;;;;;;;;x;;;;;;;;;;;
MIN;Ravensberg-Minden;;;;;;;;;;;;;x;;;;;;;;;;;
MIN_absolute_monarchy;Duchy of Ravensberg-Minden;;;;;;;;;;;;;x;;;;;;;;;;;
MIN_prussian_constitutionalism;Duchy of Ravensberg-Minden;;;;;;;;;;;;;x;;;;;;;;;;;
MIN_hms_government;Duchy of Ravensberg-Minden;;;;;;;;;;;;;x;;;;;;;;;;;
MIN_ADJ;Mindenean;;;;;;;;;;;;;x;;;;;;;;;;;
OSB;Osnabrück;;;;;;;;;;;;;x;;;;;;;;;;;
OSB_theocracy;Prince-Bishopric of Osnabrück;;;;;;;;;;;;;x;;;;;;;;;;;
OSB_absolute_monarchy;County of Osnabrück;;;;;;;;;;;;;x;;;;;;;;;;;
OSB_prussian_constitutionalism;County of Osnabrück;;;;;;;;;;;;;x;;;;;;;;;;;
OSB_hms_government;County of Osnabrück;;;;;;;;;;;;;x;;;;;;;;;;;
OSB_ADJ;Osnabrück;;;;;;;;;;;;;x;;;;;;;;;;;
ALB_absolute_monarchy;The Kastriotid Empire;;;;;;;;;;;;;x;;;;;;;;;;;
ALB_prussian_constitutionalism;The Albanian Empire;;;;;;;;;;;;;x;;;;;;;;;;;
ALB_hms_government;The Albanian Empire;;;;;;;;;;;;;x;;;;;;;;;;;
PRU;Pruthenia;;;;;;;;;;;;;x;;;;;;;;;;;
PRU_ADJ;Pruthenian;;;;;;;;;;;;;x;;;;;;;;;;;
romance_german;Romance-German;x;;;;;;;;;;;;;;;;;;;;;;;
rhaeto_romance;Rhaeto-Romance;x;;;;;;;;;;;;;;;;;;;;;;;
alemannian;Alemannian;x;;;;;;;;;;;;;;;;;;;;;;;
franconian;Franconian;x;;;;;;;;;;;;;;;;;;;;;;;
noriconian;Noriconian;x;;;;;;;;;;;;;;;;;;;;;;;
venetian;Venetian;x;;;;;;;;;;;;;;;;;;;;;;;
lombard;Lombard;x;;;;;;;;;;;;;;;;;;;;;;;
neapolitan;Neapolitan;x;;;;;;;;;;;;;;;;;;;;;;;
tuscan;Tuscan;x;;;;;;;;;;;;;;;;;;;;;;;
sard;Sard;x;;;;;;;;;;;;;;;;;;;;;;;
romagnol;Romagnol;x;;;;;;;;;;;;;;;;;;;;;;;
istriot;Istriot;x;;;;;;;;;;;;;;;;;;;;;;;
ligure;Ligure;x;;;;;;;;;;;;;;;;;;;;;;;
burgundian;Bourguignon;x;;;;;;;;;;;;;;;;;;;;;;;
rochelais;Rochelais;x;;;;;;;;;;;;;;;;;;;;;;;
AOS;Athos;;;;;;;;;;;x;;;;;;;;;;;;;
AOS_ADJ;Athonite;;;;;;;;;;;x;;;;;;;;;;;;;
TSL;Thessalonica;;;;;;;;;;;x;;;;;;;;;;;;;
TSL_absolute_monarchy;Kingdom of Thessalonica;;;;;;;;;;;x;;;;;;;;;;;;;
TSL_prussian_constitutionalism;Kingdom of Thessalonica;;;;;;;;;;;x;;;;;;;;;;;;;
TSL_hms_government;Kingdom of Thessalonica;;;;;;;;;;;x;;;;;;;;;;;;;
NAX;Naxos;;;;;;;;;;;x;;;;;;;;;;;;;
NAX_absolute_monarchy;Duchy of the Aegean;;;;;;;;;;;x;;;;;;;;;;;;;
NAX_prussian_constitutionalism;Duchy of the Aegean;;;;;;;;;;;x;;;;;;;;;;;;;
NAX_hms_government;Duchy of Naxos;;;;;;;;;;;x;;;;;;;;;;;;;
NBL_ADJ;Northumbrian;;;;;;;;;;;x;;;;;;;;;;;;;
NBL;Northumbria;;;;;;;;;;;x;;;;;;;;;;;;;
NBL_democracy;Humber Republic;;;;;;;;;;;x;;;;;;;;;;;;;
NBL_presidential_dictatorship;Humber Republic;;;;;;;;;;;x;;;;;;;;;;;;;
NBL_proletarian_dictatorship;Northumbrian Worker's Union;;;;;;;;;;;x;;;;;;;;;;;;;
NBL_fascist_dictatorship;Empire of North Albion;;;;;;;;;;;x;;;;;;;;;;;;;
NRM;Normandy;;;;;;;;;;;x;;;;;;;;;;;;;
NRM_ADJ;Norman;;;;;;;;;;;x;;;;;;;;;;;;;
thracian;Thracian;;;;;;;;;;;x;;;;;;;;;;;;;
mozarabic;Mozarabic;;;;;;;;;;;x;;;;;;;;;;;;;
andalusian;Andalusiyan;;;;;;;;;;;x;;;;;;;;;;;;;
portuguese;Lwsitanyan;;;;;;;;;;;x;;;;;;;;;;;;;
spanish;Gaztelan;;;;;;;;;;;x;;;;;;;;;;;;;
VNZ_democracy;Urreanoko;;;;;;;;;;;x;;;;;;;;;;;;;
VNZ_proletarian_dictatorship;Urreanokan Socialist Union;;;;;;;;;;;x;;;;;;;;;;;;;
VNZ_colonial_company;Viceroyalty of New Viscay;;;;;;;;;;;x;;;;;;;;;;;;;
VNZ_colonial_company_ADJ;New Viscayan;;;;;;;;;;;x;;;;;;;;;;;;;
caribeno;Caribianu;;;;;;;;;;;x;;;;;;;;;;;;;
CUB;Caribia;;;;;;;;;;;x;;;;;;;;;;;;;
urreanokan;Urreanokan;;;;;;;;;;;x;;;;;;;;;;;;;
VNZ_ADJ;Urreanokan;;;;;;;;;;;x;;;;;;;;;;;;;
asturian;Asturian;;;;;;;;;;;x;;;;;;;;;;;;;
afro_basque;Afro-Euskera;;;;;;;;;;;x;;;;;;;;;;;;;
afro_caribeno;Afro-Caribianu;;;;;;;;;;;x;;;;;;;;;;;;;
VNZ_fascist_dictatorship;Urreanoko Herria;;;;;;;;;;;;;;;;;;;;;;;;
EGY_absolute_monarchy_ADJ;Sajjadid;;;;;;;;;;;;;x;;;;;;;;;;;
EGY_prussian_constitutionalism_ADJ;Sajjadid;;;;;;;;;;;;;x;;;;;;;;;;;
ABA;Beni Abbas;;;;;;;;;;;;;
ABA_ADJ;Abbas;;;;;;;;;;;;;
TUG_absolute_monarchy;Sultanate of Tuggurt;;;;;;;;;;;;;
TUG_prussian_constitutionalism;Sultanate of Tuggurt;;;;;;;;;;;;;
TUG;Tuggurt;;;;;;;;;;;;;
TUG_ADJ;Tuggurtian;;;;;;;;;;;;;
TUA;Kel Ahaggar;;;;;;;;;;;;;
TUA_ADJ;Tuareg;;;;;;;;;;;;;
KJJ;Kel Ajjer;;;;;;;;;;;;;
KJJ_ADJ;Tuareg;;;;;;;;;;;;;
KDG;Kel Adagh;;;;;;;;;;;;;
KDG_ADJ;Tuareg;;;;;;;;;;;;;
KIR;Kel Aïr;;;;;;;;;;;;;
KIR_ADJ;Tuareg;;;;;;;;;;;;;
MOR_absolute_monarchy;Sultanate of Kel Atlas;;;;;;;;;;;;;
MOR_prussian_constitutionalism;Sultanate of Kel Atlas;;;;;;;;;;;;;
MOR_hms_government;Kingdom of Magrib;;;;;;;;;;;;;
MOR;Magrib;;;;;;;;;;;;;
MOT_ADJ;Magribi;;;;;;;;;;;;;
SML;Smolensk;;;;;;;;;;;;;
SML_ADJ;Smolenskian;;;;;;;;;;;;;
TVR;Tver;;;;;;;;;;;;;
TVR_ADJ;Tverite;;;;;;;;;;;;;
NOV;Novgorod;;;;;;;;;;;;;
NOV_ADJ;Novgorodian;;;;;;;;;;;;;
PSK;Pleskov;;;;;;;;;;;;;
PSK_ADJ;Pleskovite;;;;;;;;;;;;;
CPL;Ryazan;;;;;;;;;;;;;
CPL_ADJ;Ryazanite;;;;;;;;;;;;;
VEP;Vepsänma;;;;;;;;;;;;;
VEP_ADJ;Vepsian;;;;;;;;;;;;;
PRU;Pruthenia;;;;;;;;;;;;;x
PRU_ADJ;Pruthenian;;;;;;;;;;;;;x
ALD;Tlemcen;;;;;;;;;;;;;x
ALD_absolute_monarchy;Zayyanids;;;;;;;;;;;;;x
ALD_prussian_constitutionalism;Zayyanids;;;;;;;;;;;;;x
ALD_dominion;Zayyanids;;;;;;;;;;;;;x
ALD_absolute_monarchy_ADJ;Zayyanid;;;;;;;;;;;;;x
ALD_prussian_constitutionalism_ADJ;Zayyanid;;;;;;;;;;;;;x
ALD_dominion_ADJ;Zayyanid;;;;;;;;;;;;;x
ALD_ADJ;Tlemceni;;;;;;;;;;;;;x
SIE;Jazygia;;;;;;;;;;;;;x
SIE_ADJ;Jasz;;;;;;;;;;;;;x
MRM;Muromää;;;;;;;;;;;;;x
MRM_ADJ;Muromian;;;;;;;;;;;;;x
KOM;Komi;;;;;;;;;;;;;x
KOM_ADJ;Komi;;;;;;;;;;;;;x
bohemian;Bohemian;;;;;;;;;;;;;x
sorbian;Sorbian;;;;;;;;;;;;;x
silesian;Silesian;;;;;;;;;;;;;x
carniolan;Carniolan;;;;;;;;;;;;;x
morejan;Morejan;;;;;;;;;;;;;x
dalmatian;Dalmatian;;;;;;;;;;;;;x
pannonian;Blatonslavic;;;;;;;;;;;;;x
cuman;Kuman;;;;;;;;;;;;;x
jassic;Jassic;;;;;;;;;;;;;x
bulgarian;Sewerjan;;;;;;;;;;;;;x
slovak;Goral;;;;;;;;;;;;;x
griko;Griko;;;;;;;;;;;;;x
lygian;Lygian;;;;;;;;;;;;;x
rusyn;Chrobatian;;;;;;;;;;;;;x
malomazovian;Malomazovian;;;;;;;;;;;;;x
kipchak;Kipczak;;;;;;;;;;;;;x
undur;Undur;;;;;;;;;;;;;x
dacian_kipchak;Dacian Kipchak;;;;;;;;;;;;;x
algan;Algan;;;;;;;;;;;;;x
onogur_turkic;Onogur Turkic;;;;;;;;;;;;;x
chuvash;Chuvash;;;;;;;;;;;;;x
pecheneg;Peczeneg;;;;;;;;;;;;;x
east_germanic;East Germanic;;;;;;;;;;;;;x
siqiliyan;Siqiliyan;;;;;;;;;;;;;x
szekely;Szekely;;;;;;;;;;;;;x
hussite;Hussite;;;;;;;;;;;;;x
SIN_absolute_monarchy;Hotak Dynasty;;;;;;;;;;;;;x
SIN_prussian_constitutionalism;Hotak Dynasty;;;;;;;;;;;;;x
SIN_hms_government;Hotak Dynasty;;;;;;;;;;;;;x
SIN_absolute_monarchy_ADJ;Hotak;;;;;;;;;;;;;x
SIN_prussian_constitutionalism_ADJ;Hotak;;;;;;;;;;;;;x
SIN_hms_government_ADJ;Hotak;;;;;;;;;;;;;x
KRA;Malomazovia;;;;;;;;;;;;;x
KRA_colonial_company;Malomazovian March;;;;;;;;;;;;;x
LAD_absolute_monarchy;Namgyal Dynasty;;;;;;;;;;;;;x
LAD_prussian_constitutionalism;Namgyal Dynasty;;;;;;;;;;;;;x
LAD_hms_government;Namgyal Dynasty;;;;;;;;;;;;;x
LAD_absolute_monarchy_ADJ;Namgyal;;;;;;;;;;;;;x
LAD_prussian_constitutionalism_ADJ;Namgyal;;;;;;;;;;;;;x
LAD_hms_government_ADJ;Namgyal;;;;;;;;;;;;;x
czech;Moravian;;;;;;;;;;;;;x
SWI;Noriscia;;;;;;;;;;;;;x
BAD;Újarátokság;;;;;;;;;;;;;x
BAD_ADJ;Újarátok;;;;;;;;;;;;;x
SWI_ADJ;Norijan;;;;;;;;;;;;;x
SLO;Carniola;;;;;;;;;;;;;x
SLO_colonial_company;Duchy of Carniola-Gorisia;;;;;;;;;;;;;x
dutch;Nederlander;;;;;;;;;;;;;x
SLO_ADJ;Carniolan;;;;;;;;;;;;;x
LEDGER_PROVINCE_CULTURE;Language;;;;;;;;;;;;;x;;;;
POP_CULTURE;Language;;;;;;;;;;;;;x;;;;
PROV472;Castalescio;;;;;;;;;;;;;x;;;;
PROV471;Sescoglia;;;;;;;;;;;;;x;;;;
PROV466;Ènneci;;;;;;;;;;;;;x;;;;
PROV465;Arbèrtvile;;;;;;;;;;;;;x;;;;
